source_row,split,target
2200,model_development,Dropout
2201,model_development,Dropout
2202,model_development,Graduate
2203,model_development,Graduate
2204,historical_holdout,Dropout
2205,historical_holdout,Graduate
2206,model_development,Enrolled
2207,historical_holdout,Dropout
2208,policy_validation,Enrolled
2209,model_development,Enrolled
2210,historical_holdout,Dropout
2211,model_development,Graduate
2212,historical_holdout,Graduate
2213,policy_validation,Enrolled
2214,historical_holdout,Dropout
2215,model_development,Graduate
2216,model_development,Enrolled
2217,policy_validation,Graduate
2218,model_development,Dropout
2219,policy_validation,Graduate
2220,model_development,Graduate
2221,historical_holdout,Graduate
2222,policy_validation,Graduate
2223,policy_validation,Enrolled
2224,model_development,Dropout
2225,model_development,Graduate
2226,policy_validation,Dropout
2227,policy_validation,Graduate
2228,model_development,Dropout
2229,model_development,Dropout
2230,model_development,Graduate
2231,model_development,Graduate
2232,model_development,Dropout
2233,model_development,Dropout
2234,policy_validation,Dropout
2235,model_development,Enrolled
2236,model_development,Graduate
2237,historical_holdout,Enrolled
2238,model_development,Dropout
2239,model_development,Enrolled
2240,model_development,Enrolled
2241,policy_validation,Graduate
2242,model_development,Enrolled
2243,model_development,Enrolled
2244,model_development,Graduate
2245,historical_holdout,Dropout
2246,model_development,Graduate
2247,historical_holdout,Enrolled
2248,historical_holdout,Enrolled
2249,historical_holdout,Dropout
2250,policy_validation,Graduate
2251,model_development,Dropout
2252,policy_validation,Dropout
2253,model_development,Dropout
2254,historical_holdout,Dropout
2255,model_development,Dropout
2256,model_development,Dropout
2257,model_development,Dropout
2258,policy_validation,Enrolled
2259,model_development,Dropout
2260,historical_holdout,Graduate
2261,model_development,Enrolled
2262,model_development,Dropout
2263,policy_validation,Dropout
2264,model_development,Dropout
2265,model_development,Enrolled
2266,historical_holdout,Enrolled
2267,model_development,Dropout
2268,model_development,Dropout
2269,model_development,Dropout
2270,model_development,Dropout
2271,model_development,Dropout
2272,historical_holdout,Graduate
2273,policy_validation,Dropout
2274,model_development,Dropout
2275,policy_validation,Dropout
2276,model_development,Dropout
2277,policy_validation,Graduate
2278,model_development,Graduate
2279,model_development,Enrolled
2280,model_development,Dropout
2281,model_development,Graduate
2282,model_development,Enrolled
2283,historical_holdout,Dropout
2284,model_development,Graduate
2285,model_development,Enrolled
2286,model_development,Dropout
2287,model_development,Graduate
2288,model_development,Graduate
2289,model_development,Enrolled
2290,historical_holdout,Dropout
2291,model_development,Dropout
2292,historical_holdout,Graduate
2293,model_development,Dropout
2294,model_development,Graduate
2295,historical_holdout,Dropout
2296,model_development,Graduate
2297,historical_holdout,Dropout
2298,historical_holdout,Graduate
2299,model_development,Graduate
2300,policy_validation,Dropout
2301,model_development,Enrolled
2302,model_development,Enrolled
2303,model_development,Enrolled
2304,model_development,Enrolled
2305,model_development,Dropout
2306,model_development,Enrolled
2307,model_development,Dropout
2308,model_development,Dropout
2309,policy_validation,Dropout
2310,model_development,Graduate
2311,historical_holdout,Graduate
2312,model_development,Graduate
2313,model_development,Dropout
2314,model_development,Graduate
2315,model_development,Graduate
2316,model_development,Dropout
2317,model_development,Dropout
2318,model_development,Dropout
2319,model_development,Dropout
2320,policy_validation,Graduate
2321,historical_holdout,Dropout
2322,model_development,Enrolled
2323,historical_holdout,Dropout
2324,model_development,Enrolled
2325,model_development,Graduate
2326,model_development,Dropout
2327,model_development,Enrolled
2328,model_development,Dropout
2329,policy_validation,Graduate
2330,historical_holdout,Dropout
2331,model_development,Dropout
2332,policy_validation,Dropout
2333,model_development,Graduate
2334,model_development,Dropout
2335,model_development,Graduate
2336,model_development,Graduate
2337,model_development,Dropout
2338,model_development,Dropout
2339,model_development,Dropout
2340,model_development,Enrolled
2341,historical_holdout,Dropout
2342,policy_validation,Enrolled
2343,model_development,Graduate
2344,model_development,Graduate
2345,policy_validation,Graduate
2346,policy_validation,Graduate
2347,model_development,Enrolled
2348,historical_holdout,Graduate
2349,policy_validation,Dropout
2350,policy_validation,Graduate
2351,model_development,Graduate
2352,model_development,Graduate
2353,model_development,Graduate
2354,model_development,Graduate
2355,model_development,Dropout
2356,policy_validation,Graduate
2357,model_development,Graduate
2358,model_development,Dropout
2359,model_development,Graduate
2360,model_development,Dropout
2361,model_development,Enrolled
2362,model_development,Dropout
2363,model_development,Graduate
2364,model_development,Enrolled
2365,policy_validation,Enrolled
2366,model_development,Graduate
2367,model_development,Enrolled
2368,historical_holdout,Graduate
2369,historical_holdout,Enrolled
2370,model_development,Dropout
2371,model_development,Enrolled
2372,policy_validation,Graduate
2373,model_development,Enrolled
2374,historical_holdout,Enrolled
2375,model_development,Enrolled
2376,model_development,Dropout
2377,policy_validation,Graduate
2378,model_development,Dropout
2379,policy_validation,Dropout
2380,model_development,Graduate
2381,model_development,Graduate
2382,model_development,Graduate
2383,historical_holdout,Dropout
2384,model_development,Enrolled
2385,model_development,Enrolled
2386,model_development,Graduate
2387,historical_holdout,Enrolled
2388,model_development,Graduate
2389,model_development,Dropout
2390,policy_validation,Dropout
2391,policy_validation,Dropout
2392,model_development,Dropout
2393,model_development,Enrolled
2394,model_development,Dropout
2395,model_development,Graduate
2396,model_development,Enrolled
2397,historical_holdout,Dropout
2398,historical_holdout,Enrolled
2399,historical_holdout,Graduate
2400,historical_holdout,Graduate
2401,model_development,Dropout
2402,historical_holdout,Graduate
2403,model_development,Dropout
2404,historical_holdout,Graduate
2405,policy_validation,Dropout
2406,historical_holdout,Graduate
2407,model_development,Graduate
2408,historical_holdout,Dropout
2409,model_development,Dropout
2410,model_development,Dropout
2411,policy_validation,Dropout
2412,policy_validation,Dropout
2413,model_development,Enrolled
2414,historical_holdout,Graduate
2415,model_development,Graduate
2416,model_development,Dropout
2417,model_development,Dropout
2418,historical_holdout,Graduate
2419,historical_holdout,Graduate
2420,model_development,Enrolled
2421,policy_validation,Dropout
2422,policy_validation,Dropout
2423,policy_validation,Graduate
2424,policy_validation,Dropout
2425,model_development,Dropout
2426,model_development,Dropout
2427,policy_validation,Dropout
2428,model_development,Graduate
2429,historical_holdout,Dropout
2430,policy_validation,Dropout
2431,model_development,Graduate
2432,historical_holdout,Graduate
2433,model_development,Dropout
2434,historical_holdout,Enrolled
2435,policy_validation,Enrolled
2436,model_development,Graduate
2437,policy_validation,Graduate
2438,policy_validation,Dropout
2439,model_development,Dropout
2440,historical_holdout,Dropout
2441,historical_holdout,Dropout
2442,policy_validation,Enrolled
2443,historical_holdout,Dropout
2444,model_development,Graduate
2445,model_development,Dropout
2446,policy_validation,Enrolled
2447,historical_holdout,Dropout
2448,model_development,Graduate
2449,model_development,Dropout
2450,policy_validation,Dropout
2451,model_development,Enrolled
2452,model_development,Dropout
2453,model_development,Graduate
2454,historical_holdout,Enrolled
2455,model_development,Dropout
2456,model_development,Graduate
2457,model_development,Graduate
2458,policy_validation,Enrolled
2459,model_development,Dropout
2460,policy_validation,Graduate
2461,model_development,Dropout
2462,model_development,Dropout
2463,model_development,Dropout
2464,model_development,Dropout
2465,model_development,Dropout
2466,model_development,Dropout
2467,model_development,Enrolled
2468,historical_holdout,Enrolled
2469,historical_holdout,Dropout
2470,model_development,Dropout
2471,model_development,Enrolled
2472,model_development,Dropout
2473,historical_holdout,Dropout
2474,policy_validation,Dropout
2475,policy_validation,Graduate
2476,model_development,Dropout
2477,model_development,Graduate
2478,model_development,Enrolled
2479,model_development,Graduate
2480,historical_holdout,Dropout
2481,model_development,Enrolled
2482,model_development,Graduate
2483,policy_validation,Graduate
2484,model_development,Graduate
2485,historical_holdout,Graduate
2486,model_development,Dropout
2487,policy_validation,Dropout
2488,model_development,Dropout
2489,model_development,Enrolled
2490,model_development,Graduate
2491,model_development,Enrolled
2492,model_development,Enrolled
2493,policy_validation,Dropout
2494,model_development,Graduate
2495,policy_validation,Graduate
2496,model_development,Graduate
2497,historical_holdout,Graduate
2498,model_development,Graduate
2499,policy_validation,Dropout
2500,historical_holdout,Dropout
2501,policy_validation,Graduate
2502,model_development,Graduate
2503,model_development,Graduate
2504,policy_validation,Graduate
2505,historical_holdout,Dropout
2506,model_development,Graduate
2507,model_development,Graduate
2508,historical_holdout,Graduate
2509,model_development,Graduate
2510,model_development,Graduate
2511,model_development,Dropout
2512,model_development,Enrolled
2513,model_development,Graduate
2514,model_development,Graduate
2515,policy_validation,Dropout
2516,model_development,Enrolled
2517,policy_validation,Graduate
2518,model_development,Graduate
2519,model_development,Graduate
2520,model_development,Graduate
2521,model_development,Graduate
2522,policy_validation,Graduate
2523,policy_validation,Graduate
2524,historical_holdout,Dropout
2525,policy_validation,Dropout
2526,model_development,Graduate
2527,policy_validation,Dropout
2528,model_development,Graduate
2529,policy_validation,Graduate
2530,policy_validation,Graduate
2531,policy_validation,Graduate
2532,model_development,Graduate
2533,model_development,Graduate
2534,policy_validation,Enrolled
2535,model_development,Graduate
2536,policy_validation,Enrolled
2537,model_development,Enrolled
2538,historical_holdout,Graduate
2539,model_development,Graduate
2540,policy_validation,Graduate
2541,policy_validation,Dropout
2542,policy_validation,Dropout
2543,model_development,Graduate
2544,model_development,Dropout
2545,model_development,Enrolled
2546,model_development,Graduate
2547,policy_validation,Graduate
2548,model_development,Graduate
2549,historical_holdout,Graduate
2550,model_development,Dropout
2551,historical_holdout,Graduate
2552,model_development,Enrolled
2553,model_development,Graduate
2554,model_development,Dropout
2555,historical_holdout,Enrolled
2556,policy_validation,Enrolled
2557,policy_validation,Graduate
2558,policy_validation,Enrolled
2559,policy_validation,Enrolled
2560,model_development,Dropout
2561,model_development,Graduate
2562,model_development,Graduate
2563,model_development,Dropout
2564,model_development,Enrolled
2565,policy_validation,Graduate
2566,model_development,Graduate
2567,model_development,Graduate
2568,model_development,Enrolled
2569,model_development,Enrolled
2570,policy_validation,Graduate
2571,model_development,Graduate
2572,policy_validation,Graduate
2573,model_development,Graduate
2574,policy_validation,Graduate
2575,model_development,Graduate
2576,model_development,Graduate
2577,model_development,Dropout
2578,model_development,Dropout
2579,model_development,Graduate
2580,policy_validation,Graduate
2581,model_development,Graduate
2582,historical_holdout,Dropout
2583,policy_validation,Graduate
2584,model_development,Enrolled
2585,model_development,Graduate
2586,policy_validation,Graduate
2587,model_development,Enrolled
2588,historical_holdout,Enrolled
2589,policy_validation,Dropout
2590,model_development,Enrolled
2591,model_development,Dropout
2592,model_development,Enrolled
2593,policy_validation,Graduate
2594,historical_holdout,Dropout
2595,policy_validation,Enrolled
2596,model_development,Graduate
2597,historical_holdout,Dropout
2598,policy_validation,Dropout
2599,model_development,Enrolled
2600,model_development,Enrolled
2601,historical_holdout,Dropout
2602,model_development,Enrolled
2603,model_development,Graduate
2604,policy_validation,Dropout
2605,model_development,Dropout
2606,model_development,Graduate
2607,model_development,Graduate
2608,historical_holdout,Dropout
2609,model_development,Graduate
2610,policy_validation,Dropout
2611,historical_holdout,Graduate
2612,policy_validation,Graduate
2613,model_development,Graduate
2614,policy_validation,Dropout
2615,model_development,Dropout
2616,historical_holdout,Dropout
2617,historical_holdout,Dropout
2618,model_development,Graduate
2619,model_development,Dropout
2620,historical_holdout,Graduate
2621,model_development,Enrolled
2622,model_development,Graduate
2623,model_development,Graduate
2624,model_development,Dropout
2625,policy_validation,Graduate
2626,model_development,Dropout
2627,model_development,Graduate
2628,policy_validation,Enrolled
2629,model_development,Enrolled
2630,policy_validation,Enrolled
2631,model_development,Dropout
2632,model_development,Dropout
2633,model_development,Graduate
2634,model_development,Graduate
2635,model_development,Enrolled
2636,model_development,Dropout
2637,model_development,Dropout
2638,model_development,Graduate
2639,policy_validation,Graduate
2640,historical_holdout,Graduate
2641,policy_validation,Dropout
2642,model_development,Graduate
2643,model_development,Dropout
2644,historical_holdout,Dropout
2645,model_development,Graduate
2646,model_development,Dropout
2647,policy_validation,Enrolled
2648,model_development,Dropout
2649,model_development,Dropout
2650,model_development,Dropout
2651,model_development,Enrolled
2652,model_development,Dropout
2653,model_development,Graduate
2654,historical_holdout,Dropout
2655,model_development,Graduate
2656,model_development,Graduate
2657,model_development,Graduate
2658,historical_holdout,Enrolled
2659,model_development,Dropout
2660,policy_validation,Dropout
2661,model_development,Dropout
2662,model_development,Graduate
2663,model_development,Dropout
2664,policy_validation,Dropout
2665,historical_holdout,Graduate
2666,model_development,Dropout
2667,model_development,Graduate
2668,model_development,Dropout
2669,model_development,Enrolled
2670,model_development,Dropout
2671,model_development,Enrolled
2672,model_development,Graduate
2673,policy_validation,Dropout
2674,model_development,Enrolled
2675,policy_validation,Graduate
2676,model_development,Enrolled
2677,historical_holdout,Dropout
2678,model_development,Graduate
2679,model_development,Enrolled
2680,model_development,Graduate
2681,policy_validation,Graduate
2682,model_development,Dropout
2683,model_development,Dropout
2684,model_development,Graduate
2685,model_development,Dropout
2686,policy_validation,Enrolled
2687,policy_validation,Enrolled
2688,historical_holdout,Dropout
2689,policy_validation,Enrolled
2690,model_development,Dropout
2691,model_development,Dropout
2692,historical_holdout,Graduate
2693,policy_validation,Graduate
2694,model_development,Graduate
2695,model_development,Graduate
2696,policy_validation,Enrolled
2697,policy_validation,Dropout
2698,policy_validation,Enrolled
2699,model_development,Dropout
2700,model_development,Graduate
2701,historical_holdout,Dropout
2702,model_development,Dropout
2703,model_development,Dropout
2704,model_development,Dropout
2705,model_development,Enrolled
2706,policy_validation,Dropout
2707,policy_validation,Graduate
2708,model_development,Dropout
2709,model_development,Graduate
2710,policy_validation,Enrolled
2711,historical_holdout,Graduate
2712,model_development,Dropout
2713,model_development,Dropout
2714,historical_holdout,Graduate
2715,policy_validation,Dropout
2716,model_development,Graduate
2717,historical_holdout,Enrolled
2718,model_development,Graduate
2719,model_development,Graduate
2720,model_development,Graduate
2721,model_development,Graduate
2722,model_development,Enrolled
2723,model_development,Enrolled
2724,model_development,Dropout
2725,historical_holdout,Graduate
2726,historical_holdout,Enrolled
2727,historical_holdout,Graduate
2728,model_development,Graduate
2729,model_development,Enrolled
2730,policy_validation,Graduate
2731,model_development,Graduate
2732,model_development,Graduate
2733,model_development,Enrolled
2734,model_development,Enrolled
2735,model_development,Graduate
2736,model_development,Graduate
2737,historical_holdout,Graduate
2738,model_development,Dropout
2739,model_development,Graduate
2740,model_development,Graduate
2741,model_development,Graduate
2742,model_development,Graduate
2743,policy_validation,Graduate
2744,model_development,Graduate
2745,model_development,Dropout
2746,model_development,Graduate
2747,model_development,Enrolled
2748,model_development,Dropout
2749,model_development,Dropout
2750,historical_holdout,Dropout
2751,model_development,Dropout
2752,policy_validation,Graduate
2753,historical_holdout,Dropout
2754,model_development,Graduate
2755,model_development,Dropout
2756,historical_holdout,Graduate
2757,model_development,Dropout
2758,model_development,Dropout
2759,policy_validation,Enrolled
2760,model_development,Enrolled
2761,historical_holdout,Dropout
2762,model_development,Enrolled
2763,model_development,Enrolled
2764,model_development,Graduate
2765,model_development,Enrolled
2766,policy_validation,Graduate
2767,historical_holdout,Graduate
2768,model_development,Dropout
2769,historical_holdout,Graduate
2770,policy_validation,Dropout
2771,historical_holdout,Graduate
2772,model_development,Graduate
2773,model_development,Enrolled
2774,policy_validation,Graduate
2775,model_development,Enrolled
2776,historical_holdout,Graduate
2777,model_development,Enrolled
2778,historical_holdout,Enrolled
2779,model_development,Graduate
2780,model_development,Graduate
2781,model_development,Graduate
2782,historical_holdout,Dropout
2783,policy_validation,Enrolled
2784,model_development,Enrolled
2785,model_development,Graduate
2786,model_development,Graduate
2787,policy_validation,Dropout
2788,model_development,Enrolled
2789,model_development,Dropout
2790,model_development,Dropout
2791,policy_validation,Dropout
2792,historical_holdout,Graduate
2793,model_development,Graduate
2794,historical_holdout,Graduate
2795,policy_validation,Enrolled
2796,model_development,Graduate
2797,model_development,Dropout
2798,model_development,Graduate
2799,policy_validation,Graduate
2800,model_development,Dropout
2801,historical_holdout,Graduate
2802,historical_holdout,Dropout
2803,model_development,Graduate
2804,model_development,Graduate
2805,historical_holdout,Graduate
2806,model_development,Graduate
2807,historical_holdout,Graduate
2808,model_development,Enrolled
2809,model_development,Graduate
2810,policy_validation,Enrolled
2811,model_development,Graduate
2812,historical_holdout,Dropout
2813,historical_holdout,Graduate
2814,model_development,Graduate
2815,historical_holdout,Graduate
2816,policy_validation,Graduate
2817,model_development,Graduate
2818,model_development,Enrolled
2819,policy_validation,Graduate
2820,model_development,Enrolled
2821,model_development,Graduate
2822,model_development,Dropout
2823,model_development,Graduate
2824,model_development,Enrolled
2825,model_development,Enrolled
2826,model_development,Dropout
2827,model_development,Graduate
2828,model_development,Graduate
2829,historical_holdout,Enrolled
2830,model_development,Dropout
2831,model_development,Graduate
2832,model_development,Enrolled
2833,model_development,Enrolled
2834,model_development,Enrolled
2835,historical_holdout,Graduate
2836,model_development,Graduate
2837,model_development,Dropout
2838,historical_holdout,Enrolled
2839,model_development,Dropout
2840,historical_holdout,Graduate
2841,model_development,Enrolled
2842,historical_holdout,Graduate
2843,model_development,Graduate
2844,historical_holdout,Dropout
2845,model_development,Enrolled
2846,policy_validation,Graduate
2847,historical_holdout,Dropout
2848,model_development,Dropout
2849,historical_holdout,Dropout
2850,policy_validation,Graduate
2851,model_development,Dropout
2852,historical_holdout,Graduate
2853,model_development,Graduate
2854,policy_validation,Graduate
2855,model_development,Dropout
2856,historical_holdout,Dropout
2857,model_development,Graduate
2858,model_development,Dropout
2859,model_development,Graduate
2860,historical_holdout,Enrolled
2861,model_development,Graduate
2862,historical_holdout,Graduate
2863,policy_validation,Graduate
2864,model_development,Graduate
2865,model_development,Dropout
2866,model_development,Graduate
2867,policy_validation,Dropout
2868,model_development,Graduate
2869,historical_holdout,Enrolled
2870,model_development,Graduate
2871,historical_holdout,Graduate
2872,model_development,Dropout
2873,model_development,Enrolled
2874,historical_holdout,Graduate
2875,model_development,Dropout
2876,model_development,Enrolled
2877,model_development,Dropout
2878,model_development,Enrolled
2879,model_development,Dropout
2880,historical_holdout,Dropout
2881,historical_holdout,Graduate
2882,model_development,Enrolled
2883,model_development,Dropout
2884,policy_validation,Graduate
2885,model_development,Graduate
2886,model_development,Graduate
2887,model_development,Graduate
2888,model_development,Graduate
2889,model_development,Graduate
2890,model_development,Graduate
2891,model_development,Graduate
2892,policy_validation,Dropout
2893,model_development,Graduate
2894,policy_validation,Dropout
2895,model_development,Graduate
2896,model_development,Graduate
2897,model_development,Enrolled
2898,model_development,Graduate
2899,model_development,Graduate
2900,policy_validation,Graduate
2901,policy_validation,Enrolled
2902,model_development,Dropout
2903,policy_validation,Graduate
2904,policy_validation,Graduate
2905,historical_holdout,Dropout
2906,policy_validation,Graduate
2907,model_development,Graduate
2908,model_development,Graduate
2909,model_development,Graduate
2910,historical_holdout,Dropout
2911,model_development,Dropout
2912,model_development,Graduate
2913,policy_validation,Dropout
2914,policy_validation,Graduate
2915,model_development,Dropout
2916,model_development,Enrolled
2917,model_development,Graduate
2918,model_development,Graduate
2919,policy_validation,Dropout
2920,model_development,Dropout
2921,model_development,Graduate
2922,model_development,Enrolled
2923,policy_validation,Dropout
2924,model_development,Dropout
2925,historical_holdout,Graduate
2926,model_development,Graduate
2927,model_development,Graduate
2928,historical_holdout,Graduate
2929,policy_validation,Dropout
2930,model_development,Enrolled
2931,model_development,Dropout
2932,model_development,Dropout
2933,model_development,Dropout
2934,model_development,Graduate
2935,model_development,Dropout
2936,model_development,Dropout
2937,model_development,Dropout
2938,model_development,Dropout
2939,historical_holdout,Enrolled
2940,historical_holdout,Dropout
2941,policy_validation,Graduate
2942,model_development,Enrolled
2943,historical_holdout,Graduate
2944,model_development,Graduate
2945,model_development,Graduate
2946,policy_validation,Dropout
2947,policy_validation,Dropout
2948,policy_validation,Graduate
2949,model_development,Graduate
2950,model_development,Dropout
2951,model_development,Graduate
2952,model_development,Graduate
2953,historical_holdout,Enrolled
2954,model_development,Dropout
2955,policy_validation,Graduate
2956,model_development,Graduate
2957,model_development,Dropout
2958,model_development,Graduate
2959,policy_validation,Dropout
2960,model_development,Graduate
2961,model_development,Graduate
2962,model_development,Graduate
2963,model_development,Dropout
2964,model_development,Graduate
2965,model_development,Dropout
2966,historical_holdout,Graduate
2967,model_development,Graduate
2968,model_development,Enrolled
2969,historical_holdout,Graduate
2970,model_development,Graduate
2971,model_development,Graduate
2972,model_development,Dropout
2973,model_development,Enrolled
2974,historical_holdout,Graduate
2975,model_development,Dropout
2976,model_development,Graduate
2977,model_development,Graduate
2978,model_development,Dropout
2979,historical_holdout,Graduate
2980,policy_validation,Dropout
2981,model_development,Graduate
2982,model_development,Graduate
2983,model_development,Graduate
2984,model_development,Graduate
2985,model_development,Graduate
2986,model_development,Graduate
2987,model_development,Enrolled
2988,model_development,Graduate
2989,policy_validation,Graduate
2990,historical_holdout,Enrolled
2991,historical_holdout,Graduate
2992,model_development,Graduate
2993,model_development,Dropout
2994,policy_validation,Graduate
2995,model_development,Graduate
2996,model_development,Graduate
2997,historical_holdout,Graduate
2998,model_development,Enrolled
2999,model_development,Graduate
3000,model_development,Dropout
3001,model_development,Enrolled
3002,policy_validation,Graduate
3003,historical_holdout,Dropout
3004,historical_holdout,Dropout
3005,model_development,Graduate
3006,model_development,Graduate
3007,policy_validation,Graduate
3008,model_development,Enrolled
3009,model_development,Dropout
3010,model_development,Graduate
3011,model_development,Graduate
3012,model_development,Dropout
3013,policy_validation,Graduate
3014,policy_validation,Graduate
3015,policy_validation,Dropout
3016,historical_holdout,Graduate
3017,policy_validation,Graduate
3018,historical_holdout,Graduate
3019,policy_validation,Graduate
3020,model_development,Graduate
3021,policy_validation,Graduate
3022,policy_validation,Graduate
3023,model_development,Dropout
3024,policy_validation,Graduate
3025,model_development,Graduate
3026,model_development,Graduate
3027,model_development,Enrolled
3028,policy_validation,Dropout
3029,model_development,Graduate
3030,historical_holdout,Graduate
3031,model_development,Dropout
3032,model_development,Graduate
3033,model_development,Graduate
3034,model_development,Graduate
3035,historical_holdout,Graduate
3036,model_development,Graduate
3037,model_development,Dropout
3038,model_development,Graduate
3039,model_development,Graduate
3040,policy_validation,Dropout
3041,model_development,Dropout
3042,model_development,Enrolled
3043,model_development,Graduate
3044,model_development,Graduate
3045,model_development,Graduate
3046,historical_holdout,Graduate
3047,model_development,Enrolled
3048,policy_validation,Dropout
3049,model_development,Graduate
3050,model_development,Graduate
3051,model_development,Dropout
3052,model_development,Enrolled
3053,policy_validation,Graduate
3054,policy_validation,Dropout
3055,model_development,Graduate
3056,model_development,Dropout
3057,policy_validation,Graduate
3058,model_development,Dropout
3059,model_development,Graduate
3060,historical_holdout,Graduate
3061,model_development,Enrolled
3062,policy_validation,Dropout
3063,model_development,Dropout
3064,model_development,Graduate
3065,model_development,Graduate
3066,model_development,Dropout
3067,policy_validation,Graduate
3068,policy_validation,Enrolled
3069,policy_validation,Graduate
3070,model_development,Dropout
3071,historical_holdout,Enrolled
3072,model_development,Dropout
3073,policy_validation,Dropout
3074,model_development,Enrolled
3075,model_development,Dropout
3076,model_development,Enrolled
3077,historical_holdout,Dropout
3078,model_development,Enrolled
3079,model_development,Graduate
3080,policy_validation,Dropout
3081,historical_holdout,Graduate
3082,model_development,Graduate
3083,historical_holdout,Graduate
3084,model_development,Dropout
3085,model_development,Graduate
3086,model_development,Enrolled
3087,model_development,Graduate
3088,model_development,Graduate
3089,policy_validation,Graduate
3090,historical_holdout,Dropout
3091,policy_validation,Graduate
3092,model_development,Enrolled
3093,model_development,Graduate
3094,model_development,Graduate
3095,historical_holdout,Dropout
3096,model_development,Graduate
3097,historical_holdout,Graduate
3098,historical_holdout,Dropout
3099,historical_holdout,Enrolled
3100,historical_holdout,Dropout
3101,historical_holdout,Graduate
3102,model_development,Graduate
3103,model_development,Dropout
3104,historical_holdout,Dropout
3105,historical_holdout,Graduate
3106,historical_holdout,Dropout
3107,model_development,Graduate
3108,model_development,Graduate
3109,model_development,Enrolled
3110,model_development,Graduate
3111,model_development,Dropout
3112,model_development,Graduate
3113,model_development,Dropout
3114,model_development,Enrolled
3115,model_development,Graduate
3116,model_development,Graduate
3117,model_development,Dropout
3118,model_development,Graduate
3119,model_development,Graduate
3120,policy_validation,Enrolled
3121,policy_validation,Dropout
3122,model_development,Graduate
3123,model_development,Enrolled
3124,historical_holdout,Graduate
3125,model_development,Graduate
3126,model_development,Graduate
3127,policy_validation,Enrolled
3128,model_development,Graduate
3129,historical_holdout,Graduate
3130,policy_validation,Graduate
3131,historical_holdout,Graduate
3132,model_development,Graduate
3133,model_development,Graduate
3134,model_development,Enrolled
3135,historical_holdout,Enrolled
3136,model_development,Graduate
3137,historical_holdout,Graduate
3138,model_development,Graduate
3139,model_development,Graduate
3140,policy_validation,Enrolled
3141,policy_validation,Graduate
3142,model_development,Graduate
3143,model_development,Dropout
3144,policy_validation,Graduate
3145,historical_holdout,Graduate
3146,model_development,Graduate
3147,policy_validation,Graduate
3148,model_development,Enrolled
3149,model_development,Enrolled
3150,policy_validation,Graduate
3151,historical_holdout,Enrolled
3152,model_development,Dropout
3153,model_development,Graduate
3154,model_development,Graduate
3155,policy_validation,Enrolled
3156,model_development,Enrolled
3157,model_development,Graduate
3158,model_development,Dropout
3159,historical_holdout,Enrolled
3160,model_development,Enrolled
3161,model_development,Graduate
3162,model_development,Graduate
3163,model_development,Graduate
3164,model_development,Graduate
3165,model_development,Graduate
3166,policy_validation,Graduate
3167,policy_validation,Dropout
3168,model_development,Dropout
3169,policy_validation,Dropout
3170,model_development,Graduate
3171,policy_validation,Graduate
3172,policy_validation,Dropout
3173,historical_holdout,Dropout
3174,model_development,Graduate
3175,historical_holdout,Enrolled
3176,model_development,Dropout
3177,policy_validation,Graduate
3178,policy_validation,Dropout
3179,historical_holdout,Graduate
3180,model_development,Enrolled
3181,model_development,Graduate
3182,historical_holdout,Dropout
3183,model_development,Graduate
3184,historical_holdout,Enrolled
3185,model_development,Graduate
3186,model_development,Dropout
3187,model_development,Dropout
3188,model_development,Dropout
3189,model_development,Dropout
3190,model_development,Dropout
3191,historical_holdout,Dropout
3192,policy_validation,Dropout
3193,model_development,Enrolled
3194,model_development,Dropout
3195,historical_holdout,Enrolled
3196,model_development,Dropout
3197,policy_validation,Enrolled
3198,policy_validation,Graduate
3199,model_development,Dropout
3200,policy_validation,Graduate
3201,model_development,Dropout
3202,model_development,Graduate
3203,model_development,Enrolled
3204,model_development,Dropout
3205,policy_validation,Dropout
3206,model_development,Dropout
3207,policy_validation,Graduate
3208,policy_validation,Dropout
3209,model_development,Dropout
3210,historical_holdout,Graduate
3211,model_development,Graduate
3212,historical_holdout,Enrolled
3213,historical_holdout,Graduate
3214,model_development,Dropout
3215,model_development,Graduate
3216,model_development,Graduate
3217,model_development,Dropout
3218,model_development,Graduate
3219,model_development,Enrolled
3220,model_development,Dropout
3221,historical_holdout,Dropout
3222,model_development,Dropout
3223,historical_holdout,Graduate
3224,model_development,Dropout
3225,model_development,Dropout
3226,model_development,Graduate
3227,historical_holdout,Graduate
3228,model_development,Enrolled
3229,model_development,Graduate
3230,model_development,Graduate
3231,historical_holdout,Graduate
3232,model_development,Enrolled
3233,model_development,Graduate
3234,model_development,Dropout
3235,model_development,Graduate
3236,model_development,Graduate
3237,historical_holdout,Graduate
3238,historical_holdout,Enrolled
3239,historical_holdout,Graduate
3240,policy_validation,Graduate
3241,historical_holdout,Enrolled
3242,historical_holdout,Graduate
3243,model_development,Dropout
3244,policy_validation,Graduate
3245,model_development,Dropout
3246,model_development,Dropout
3247,model_development,Graduate
3248,model_development,Graduate
3249,model_development,Graduate
3250,historical_holdout,Graduate
3251,model_development,Dropout
3252,model_development,Graduate
3253,policy_validation,Dropout
3254,policy_validation,Dropout
3255,model_development,Graduate
3256,model_development,Graduate
3257,model_development,Graduate
3258,model_development,Graduate
3259,model_development,Graduate
3260,historical_holdout,Graduate
3261,model_development,Graduate
3262,model_development,Graduate
3263,model_development,Dropout
3264,historical_holdout,Graduate
